,F_equation_0,G_equation_0,type,state
17780,x_1_0*(0.342 - 1.947*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17781,-2.943*x_1_0,3.868*x_2_0*(1 - x_1_0),Epidemic,True
17782,1.134*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17783,-1.46*x_1_0**3.0,x_2_0**2.0,Population,True
17784,-1.472*x_1_0 + 1.565*tanh(x_1_0),tanh(x_2_0),Excitation,True
17785,1.214*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17786,-0.406518937684712*x_1_0*(x_1_0 - 4.91)*(x_1_0 - 0.501) + 0.098,x_1_0*x_2_0/(0.97*x_1_0 + 0.099*x_2_0 + 5.042),Mutualistic,True
17787,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17788,-6.365*x_1_0,1.044*x_2_0*(1 - x_1_0),Epidemic,True
17789,x_1_0*(1.071 - 0.587*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17790,x_1_0*(1.468 - 0.122*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17791,-0.118*x_1_0**3.0,x_2_0**2.0,Population,True
17792,x_1_0*(0.937 - 1.823*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17793,0.744*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17794,-0.203762598641474*x_1_0*(x_1_0 - 4.774)*(x_1_0 - 1.028) + 0.109,x_1_0*x_2_0/(0.928*x_1_0 + 0.069*x_2_0 + 4.356),Mutualistic,True
17795,-4.976*x_1_0 + 1.751*tanh(x_1_0),tanh(x_2_0),Excitation,True
17796,-x_1_0,exp(1.501*x_2_0)/(exp(1.501*x_2_0) + 704660.214243787),Neural,True
17797,-0.893*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17798,-x_1_0,exp(0.748*x_2_0)/(exp(0.748*x_2_0) + 45.913904432249),Neural,True
17799,x_1_0*(1.731 - 0.416*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17800,-0.583*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17801,7.20800000000000,6.999*sin(x_1_0*x_2_0),Kuramoto,True
17802,-0.219390331819101*x_1_0*(x_1_0 - 4.077)*(x_1_0 - 1.118) + 0.064,x_1_0*x_2_0/(0.958*x_1_0 + 0.148*x_2_0 + 4.226),Mutualistic,True
17803,-x_1_0,exp(1.481*x_2_0)/(exp(1.481*x_2_0) + 1542169.88670923),Neural,True
17804,-0.871*x_1_0**3.0,x_2_0**2.0,Population,True
17805,1.233*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17806,-0.748*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17807,-0.174512760373038*x_1_0*(x_1_0 - 5.64)*(x_1_0 - 1.016) + 0.095,x_1_0*x_2_0/(0.976*x_1_0 + 0.107*x_2_0 + 5.338),Mutualistic,True
17808,7.22200000000000,5.444*sin(x_1_0*x_2_0),Kuramoto,True
17809,-x_1_0,exp(2.542*x_2_0)/(exp(2.542*x_2_0) + 1949.17210525814),Neural,True
17810,x_1_0*(0.941 - 1.689*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17811,x_1_0*(0.467 - 1.883*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17812,-7.737*x_1_0,3.997*x_2_0*(1 - x_1_0),Epidemic,True
17813,-0.598*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17814,-1.067*x_1_0,4.871*x_2_0*(1 - x_1_0),Epidemic,True
17815,-0.856*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17816,-0.851*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17817,-x_1_0,exp(2.922*x_2_0)/(exp(2.922*x_2_0) + 417290.541343513),Neural,True
17818,x_1_0*(0.734 - 1.266*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17819,-4.453*x_1_0,1.553*x_2_0*(1 - x_1_0),Epidemic,True
17820,-5.053*x_1_0,2.475*x_2_0*(1 - x_1_0),Epidemic,True
17821,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17822,-1.911*x_1_0**1.0,x_2_0**1.0,Population,True
17823,-0.272*x_1_0**1.0,x_2_0**1.0,Population,True
17824,-1.822*x_1_0**3.0,x_2_0**2.0,Population,True
17825,-4.576*x_1_0,2.694*x_2_0*(1 - x_1_0),Epidemic,True
17826,x_1_0*(0.966 - 1.029*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17827,-0.736*x_1_0**1.0,x_2_0**1.0,Population,True
17828,x_1_0*(1.403 - 1.625*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17829,-1.408*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17830,0.641*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17831,-0.755*x_1_0**1.0,x_2_0**2.0,Population,True
17832,x_1_0*(0.978 - 0.636*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17833,7.71900000000000,6.151*sin(x_1_0*x_2_0),Kuramoto,True
17834,8.66300000000000,9.238*sin(x_1_0*x_2_0),Kuramoto,True
17835,0.87*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17836,-2.623*x_1_0 + 4.746*tanh(x_1_0),tanh(x_2_0),Excitation,True
17837,-6.076*x_1_0,0.675*x_2_0*(1 - x_1_0),Epidemic,True
17838,x_1_0*(0.379 - 1.012*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17839,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17840,x_1_0*(1.805 - 0.221*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17841,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17842,6.83100000000000,6.984*sin(x_1_0*x_2_0),Kuramoto,True
17843,0.739*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17844,0.0,-1.927*x_1_0 + 1.927*x_2_0,Heat,True
17845,-0.146080855169013*x_1_0*(x_1_0 - 5.494)*(x_1_0 - 1.246) + 0.094,x_1_0*x_2_0/(0.853*x_1_0 + 0.13*x_2_0 + 4.89),Mutualistic,True
17846,-1.386*x_1_0**3.0,x_2_0**2.0,Population,True
17847,-0.310499220646956*x_1_0*(x_1_0 - 4.129)*(x_1_0 - 0.78) + 0.15,x_1_0*x_2_0/(0.926*x_1_0 + 0.139*x_2_0 + 5.441),Mutualistic,True
17848,-1.889*x_1_0**3.0,x_2_0**1.0,Population,True
17849,0.57*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17850,-x_1_0,exp(0.365*x_2_0)/(exp(0.365*x_2_0) + 2.31014432283542),Neural,True
17851,0.0,-1.554*x_1_0 + 1.554*x_2_0,Heat,True
17852,-1.189*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17853,-0.341698102892133*x_1_0*(x_1_0 - 4.02)*(x_1_0 - 0.728) + 0.128,x_1_0*x_2_0/(0.903*x_1_0 + 0.069*x_2_0 + 5.237),Mutualistic,True
17854,0.916*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17855,1.045*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17856,0.644*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17857,-0.329690038613297*x_1_0*(x_1_0 - 5.312)*(x_1_0 - 0.571) + 0.059,x_1_0*x_2_0/(0.999*x_1_0 + 0.148*x_2_0 + 5.613),Mutualistic,True
17858,x_1_0*(1.289 - 1.044*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17859,0.0,-0.714*x_1_0 + 0.714*x_2_0,Heat,True
17860,0.0,-1.99*x_1_0 + 1.99*x_2_0,Heat,True
17861,1.292*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17862,6.45400000000000,6.549*sin(x_1_0*x_2_0),Kuramoto,True
17863,6.93400000000000,8.319*sin(x_1_0*x_2_0),Kuramoto,True
17864,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17865,0.0,-0.885*x_1_0 + 0.885*x_2_0,Heat,True
17866,-x_1_0,exp(0.586*x_2_0)/(exp(0.586*x_2_0) + 4.05976869371786),Neural,True
17867,0.822*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17868,-7.436*x_1_0,3.265*x_2_0*(1 - x_1_0),Epidemic,True
17869,9.17600000000000,6.776*sin(x_1_0*x_2_0),Kuramoto,True
17870,7.45700000000000,8.137*sin(x_1_0*x_2_0),Kuramoto,True
17871,-0.153790789162056*x_1_0*(x_1_0 - 5.62)*(x_1_0 - 1.157) + 0.104,x_1_0*x_2_0/(0.808*x_1_0 + 0.112*x_2_0 + 4.688),Mutualistic,True
17872,-0.202963057679057*x_1_0*(x_1_0 - 4.635)*(x_1_0 - 1.063) + 0.098,x_1_0*x_2_0/(0.958*x_1_0 + 0.13*x_2_0 + 5.525),Mutualistic,True
17873,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17874,0.0,-1.846*x_1_0 + 1.846*x_2_0,Heat,True
17875,-x_1_0,exp(1.063*x_2_0)/(exp(1.063*x_2_0) + 6992.99351256986),Neural,True
17876,-4.385*x_1_0,3.265*x_2_0*(1 - x_1_0),Epidemic,True
17877,-0.156*x_1_0**3.0,x_2_0**2.0,Population,True
17878,-1.062*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17879,-0.285719510299617*x_1_0*(x_1_0 - 5.216)*(x_1_0 - 0.671) + 0.121,x_1_0*x_2_0/(0.987*x_1_0 + 0.149*x_2_0 + 4.732),Mutualistic,True
17880,x_1_0*(0.075 - 0.548*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17881,6.62100000000000,9.4*sin(x_1_0*x_2_0),Kuramoto,True
17882,-4.561*x_1_0,0.054*x_2_0*(1 - x_1_0),Epidemic,True
17883,0.793*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17884,-0.172923948566192*x_1_0*(x_1_0 - 4.249)*(x_1_0 - 1.361) + 0.091,x_1_0*x_2_0/(0.877*x_1_0 + 0.106*x_2_0 + 4.821),Mutualistic,True
17885,-1.751*x_1_0**3.0,x_2_0**1.0,Population,True
17886,-0.240728463589098*x_1_0*(x_1_0 - 5.367)*(x_1_0 - 0.774) + 0.132,x_1_0*x_2_0/(0.971*x_1_0 + 0.09*x_2_0 + 5.007),Mutualistic,True
17887,-4.38*x_1_0,1.053*x_2_0*(1 - x_1_0),Epidemic,True
17888,-0.400080816324898*x_1_0*(x_1_0 - 4.215)*(x_1_0 - 0.593) + 0.132,x_1_0*x_2_0/(0.932*x_1_0 + 0.146*x_2_0 + 5.887),Mutualistic,True
17889,-0.243356607959319*x_1_0*(x_1_0 - 4.823)*(x_1_0 - 0.852) + 0.091,x_1_0*x_2_0/(0.944*x_1_0 + 0.138*x_2_0 + 4.424),Mutualistic,True
17890,0.855*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17891,5.34100000000000,5.839*sin(x_1_0*x_2_0),Kuramoto,True
17892,-x_1_0,exp(0.155*x_2_0)/(exp(0.155*x_2_0) + 3.74741024472255),Neural,True
17893,-x_1_0,exp(2.792*x_2_0)/(exp(2.792*x_2_0) + 4810755609.02534),Neural,True
17894,0.71*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17895,-7.794*x_1_0,4.337*x_2_0*(1 - x_1_0),Epidemic,True
17896,-2.879*x_1_0 + 1.105*tanh(x_1_0),tanh(x_2_0),Excitation,True
17897,-1.379*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17898,-0.109*x_1_0**3.0,x_2_0**2.0,Population,True
17899,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17900,1.037*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17901,0.819*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17902,-1.192*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17903,-0.895*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17904,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17905,-5.595*x_1_0,3.149*x_2_0*(1 - x_1_0),Epidemic,True
17906,0.0,-1.619*x_1_0 + 1.619*x_2_0,Heat,True
17907,-0.562*x_1_0**1.0,x_2_0**1.0,Population,True
17908,1.204*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17909,-0.183643194495405*x_1_0*(x_1_0 - 5.637)*(x_1_0 - 0.966) + 0.128,x_1_0*x_2_0/(0.968*x_1_0 + 0.119*x_2_0 + 4.886),Mutualistic,True
17910,0.0,-0.558*x_1_0 + 0.558*x_2_0,Heat,True
17911,0.0,-1.371*x_1_0 + 1.371*x_2_0,Heat,True
17912,0.0,-0.585*x_1_0 + 0.585*x_2_0,Heat,True
17913,-0.180523565275426*x_1_0*(x_1_0 - 4.137)*(x_1_0 - 1.339) + 0.08,x_1_0*x_2_0/(0.89*x_1_0 + 0.089*x_2_0 + 5.463),Mutualistic,True
17914,1.458*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17915,-2.563*x_1_0 + 1.701*tanh(x_1_0),tanh(x_2_0),Excitation,True
17916,-7.684*x_1_0,4.988*x_2_0*(1 - x_1_0),Epidemic,True
17917,-1.245*x_1_0**3.0,x_2_0**1.0,Population,True
17918,7.00700000000000,5.974*sin(x_1_0*x_2_0),Kuramoto,True
17919,6.59100000000000,9.898*sin(x_1_0*x_2_0),Kuramoto,True
17920,9.91500000000000,9.419*sin(x_1_0*x_2_0),Kuramoto,True
17921,-0.998*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17922,-1.244*x_1_0,3.77*x_2_0*(1 - x_1_0),Epidemic,True
17923,5.15100000000000,7.475*sin(x_1_0*x_2_0),Kuramoto,True
17924,-2.018*x_1_0,1.395*x_2_0*(1 - x_1_0),Epidemic,True
17925,-1.117*x_1_0,0.855*x_2_0*(1 - x_1_0),Epidemic,True
17926,x_1_0*(0.253 - 0.484*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17927,0.51*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17928,8.47900000000000,9.255*sin(x_1_0*x_2_0),Kuramoto,True
17929,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17930,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17931,-0.867*x_1_0**1.0,x_2_0**2.0,Population,True
17932,-4.37*x_1_0,3.408*x_2_0*(1 - x_1_0),Epidemic,True
17933,-3.207*x_1_0 + 3.149*tanh(x_1_0),tanh(x_2_0),Excitation,True
17934,5.75900000000000,6.175*sin(x_1_0*x_2_0),Kuramoto,True
17935,0.0,-0.677*x_1_0 + 0.677*x_2_0,Heat,True
17936,8.40600000000000,8.426*sin(x_1_0*x_2_0),Kuramoto,True
17937,-1.84*x_1_0**3.0,x_2_0**2.0,Population,True
17938,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17939,-4.022*x_1_0 + 1.319*tanh(x_1_0),tanh(x_2_0),Excitation,True
17940,-3.217*x_1_0 + 4.849*tanh(x_1_0),tanh(x_2_0),Excitation,True
17941,-7.19*x_1_0,1.655*x_2_0*(1 - x_1_0),Epidemic,True
17942,0.0,-0.643*x_1_0 + 0.643*x_2_0,Heat,True
17943,-1.131*x_1_0**1.0,x_2_0**1.0,Population,True
17944,x_1_0*(0.768 - 1.019*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17945,-1.575*x_1_0 + 2.553*tanh(x_1_0),tanh(x_2_0),Excitation,True
17946,9.62100000000000,8.334*sin(x_1_0*x_2_0),Kuramoto,True
17947,-3.315*x_1_0 + 2.564*tanh(x_1_0),tanh(x_2_0),Excitation,True
17948,x_1_0*(1.539 - 1.912*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17949,x_1_0*(0.51 - 0.422*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17950,x_1_0*(0.465 - 0.786*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17951,0.0,-1.64*x_1_0 + 1.64*x_2_0,Heat,True
17952,-x_1_0,exp(1.862*x_2_0)/(exp(1.862*x_2_0) + 14886123.0794158),Neural,True
17953,0.0,-1.315*x_1_0 + 1.315*x_2_0,Heat,True
17954,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17955,1.461*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17956,-6.989*x_1_0,3.505*x_2_0*(1 - x_1_0),Epidemic,True
17957,-1.26*x_1_0 + 1.862*tanh(x_1_0),tanh(x_2_0),Excitation,True
17958,-0.541*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17959,-x_1_0,exp(1.972*x_2_0)/(exp(1.972*x_2_0) + 927.951993216179),Neural,True
17960,-x_1_0,exp(1.939*x_2_0)/(exp(1.939*x_2_0) + 108367.228264947),Neural,True
17961,-3.383*x_1_0,2.013*x_2_0*(1 - x_1_0),Epidemic,True
17962,-1.378*x_1_0**3.0,x_2_0**1.0,Population,True
17963,-0.204038409822572*x_1_0*(x_1_0 - 4.247)*(x_1_0 - 1.154) + 0.132,x_1_0*x_2_0/(0.808*x_1_0 + 0.15*x_2_0 + 4.013),Mutualistic,True
17964,-x_1_0,exp(1.026*x_2_0)/(exp(1.026*x_2_0) + 10900.740481583),Neural,True
17965,0.949*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17966,x_1_0*(1.445 - 0.281*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17967,-6.997*x_1_0,0.037*x_2_0*(1 - x_1_0),Epidemic,True
17968,0.0,-1.501*x_1_0 + 1.501*x_2_0,Heat,True
17969,-3.64*x_1_0 + 4.679*tanh(x_1_0),tanh(x_2_0),Excitation,True
17970,1.296*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17971,0.0,-0.792*x_1_0 + 0.792*x_2_0,Heat,True
17972,1.194*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17973,-0.192797695064996*x_1_0*(x_1_0 - 4.656)*(x_1_0 - 1.114) + 0.085,x_1_0*x_2_0/(0.859*x_1_0 + 0.083*x_2_0 + 5.616),Mutualistic,True
17974,-4.009*x_1_0 + 1.236*tanh(x_1_0),tanh(x_2_0),Excitation,True
17975,0.0,-1.779*x_1_0 + 1.779*x_2_0,Heat,True
17976,x_1_0*(1.486 - 0.454*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17977,-1.988*x_1_0**1.0,x_2_0**2.0,Population,True
17978,-6.481*x_1_0,4.347*x_2_0*(1 - x_1_0),Epidemic,True
17979,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17980,0.908*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
17981,-x_1_0,exp(0.927*x_2_0)/(exp(0.927*x_2_0) + 83.1680284052802),Neural,True
17982,8.99600000000000,5.954*sin(x_1_0*x_2_0),Kuramoto,True
17983,8.78400000000000,7.492*sin(x_1_0*x_2_0),Kuramoto,True
17984,-0.93*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17985,-1.384*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
17986,-0.485*x_1_0**3.0,x_2_0**2.0,Population,True
17987,0.0,-0.733*x_1_0 + 0.733*x_2_0,Heat,True
17988,0.0,-0.586*x_1_0 + 0.586*x_2_0,Heat,True
17989,x_1_0*(1.314 - 1.197*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
17990,-0.121235868747139*x_1_0*(x_1_0 - 5.744)*(x_1_0 - 1.436) + 0.142,x_1_0*x_2_0/(0.995*x_1_0 + 0.094*x_2_0 + 5.207),Mutualistic,True
17991,0.0,-1.925*x_1_0 + 1.925*x_2_0,Heat,True
17992,-6.297*x_1_0,1.208*x_2_0*(1 - x_1_0),Epidemic,True
17993,-2.889*x_1_0 + 4.157*tanh(x_1_0),tanh(x_2_0),Excitation,True
17994,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17995,-0.282079490000282*x_1_0*(x_1_0 - 5.454)*(x_1_0 - 0.65) + 0.118,x_1_0*x_2_0/(0.933*x_1_0 + 0.109*x_2_0 + 4.263),Mutualistic,True
17996,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17997,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17998,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
17999,0.0,-1.54*x_1_0 + 1.54*x_2_0,Heat,True
18000,5.14500000000000,6.911*sin(x_1_0*x_2_0),Kuramoto,True
18001,-2.648*x_1_0,2.144*x_2_0*(1 - x_1_0),Epidemic,True
18002,-3.135*x_1_0,2.031*x_2_0*(1 - x_1_0),Epidemic,True
18003,-0.198701643719607*x_1_0*(x_1_0 - 4.571)*(x_1_0 - 1.101) + 0.137,x_1_0*x_2_0/(0.836*x_1_0 + 0.12*x_2_0 + 4.162),Mutualistic,True
18004,-x_1_0,exp(0.122*x_2_0)/(exp(0.122*x_2_0) + 3.0872477555213),Neural,True
18005,0.0,-1.237*x_1_0 + 1.237*x_2_0,Heat,True
18006,-1.563*x_1_0,0.255*x_2_0*(1 - x_1_0),Epidemic,True
18007,1.361*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18008,x_1_0*(1.183 - 0.67*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18009,x_1_0*(0.106 - 0.141*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18010,0.0,-1.912*x_1_0 + 1.912*x_2_0,Heat,True
18011,-0.139323229055469*x_1_0*(x_1_0 - 5.301)*(x_1_0 - 1.354) + 0.109,x_1_0*x_2_0/(0.926*x_1_0 + 0.065*x_2_0 + 5.407),Mutualistic,True
18012,-1.556*x_1_0 + 1.464*tanh(x_1_0),tanh(x_2_0),Excitation,True
18013,x_1_0*(0.999 - 1.106*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18014,-0.192385201345542*x_1_0*(x_1_0 - 4.155)*(x_1_0 - 1.251) + 0.085,x_1_0*x_2_0/(0.827*x_1_0 + 0.118*x_2_0 + 5.33),Mutualistic,True
18015,0.0,-1.579*x_1_0 + 1.579*x_2_0,Heat,True
18016,-0.901*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18017,0.601*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18018,-2.784*x_1_0 + 1.952*tanh(x_1_0),tanh(x_2_0),Excitation,True
18019,0.0,-1.903*x_1_0 + 1.903*x_2_0,Heat,True
18020,-2.759*x_1_0,4.478*x_2_0*(1 - x_1_0),Epidemic,True
18021,x_1_0*(0.455 - 1.276*x_1_0),-x_1_0*x_2_0,Lotka_Volterra,True
18022,0.622*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18023,-x_1_0,exp(0.579*x_2_0)/(exp(0.579*x_2_0) + 21.6764626205476),Neural,True
18024,-1.519*x_1_0**3.0,x_2_0**2.0,Population,True
18025,-1.029*x_1_0**1.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18026,-4.016*x_1_0,2.513*x_2_0*(1 - x_1_0),Epidemic,True
18027,1.262*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18028,0.0,-1.933*x_1_0 + 1.933*x_2_0,Heat,True
18029,-x_1_0**3 + x_1_0,x_1_0*x_2_0/(x_2_0 + 1),Plant,True
18030,-0.168547658535928*x_1_0*(x_1_0 - 5.028)*(x_1_0 - 1.18) + 0.056,x_1_0*x_2_0/(0.819*x_1_0 + 0.086*x_2_0 + 4.805),Mutualistic,True
18031,8.67200000000000,9.445*sin(x_1_0*x_2_0),Kuramoto,True
18032,-1.801*x_1_0,1.05*x_2_0*(1 - x_1_0),Epidemic,True
18033,-1.449*x_1_0**1.0,x_2_0**2.0,Population,True
18034,-5.263*x_1_0,3.517*x_2_0*(1 - x_1_0),Epidemic,True
18035,-2.38*x_1_0,2.502*x_2_0*(1 - x_1_0),Epidemic,True
18036,0.0,-1.404*x_1_0 + 1.404*x_2_0,Heat,True
18037,-1.483*x_1_0**3.0,x_2_0**2.0,Population,True
18038,6.99700000000000,6.457*sin(x_1_0*x_2_0),Kuramoto,True
18039,-1.922*x_1_0**3.0,x_2_0**1.0,Population,True
18040,8.39900000000000,7.924*sin(x_1_0*x_2_0),Kuramoto,True
18041,-2.832*x_1_0 + 3.791*tanh(x_1_0),tanh(x_2_0),Excitation,True
18042,-0.182266192118409*x_1_0*(x_1_0 - 4.263)*(x_1_0 - 1.287) + 0.067,x_1_0*x_2_0/(0.998*x_1_0 + 0.053*x_2_0 + 4.569),Mutualistic,True
18043,-1.901*x_1_0 + 4.435*tanh(x_1_0),tanh(x_2_0),Excitation,True
18044,-x_1_0,exp(2.325*x_2_0)/(exp(2.325*x_2_0) + 10734517.0507819),Neural,True
18045,-4.896*x_1_0 + 4.827*tanh(x_1_0),tanh(x_2_0),Excitation,True
18046,-0.30246167508115*x_1_0*(x_1_0 - 5.324)*(x_1_0 - 0.621) + 0.078,x_1_0*x_2_0/(0.836*x_1_0 + 0.147*x_2_0 + 4.717),Mutualistic,True
18047,-1.44*x_1_0**2.0,x_2_0**2.0/(x_2_0**2.0 + 1),Gene,True
18048,0.62*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18049,0.961*x_1_0*(1 - x_1_0**2),1.0*x_1_0*x_2_0/(x_2_0 + 1),Mutualistic2,True
18050,-3.724*x_1_0 + 4.167*tanh(x_1_0),tanh(x_2_0),Excitation,True
